cur_rate,cur_ee,per_ee,b_type,p_type,tenure,area,water_ee,wind_ee,wall_ee,roof_ee,heat_ee,con_ee,light_ee,pv,sol_wat,quality_index,build_year,building_age,fuel_group,is_community_heating,has_boiler,has_air_hp,has_ground_hp,has_micro_chp,has_community,has_storage_heaters,has_room_heaters,has_electric_underfloor,has_electric_ceiling,has_radiators,has_underfloor,has_warm_air,uses_gas,uses_oil,uses_electricity,uses_biomass,uses_coal,floor_type,floor_boundary,floor_insulation,floor_u_value,floor_ins_num,dhw_no_cylinder_stat,dhw_has_solar,dhw_has_waste_heat,dhw_system,dhw_energy,wall_type,wall_insulation,wall_u_value,roof_type,roof_boundary,roof_insulation_type,roof_insulation_mm,roof_u_value,has_time_control,has_temp_control,has_room_control,glazing_type,glazing_quality,glazing_level,glazing_coverage
d,64.0,79.0,semi-detached,house,rented (social),69.0,4,3,3,1,4,4,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,none,,,1,1,1,double,unknown,double,full
d,68.0,70.0,end-terrace,flat,rented (private),88.0,4,3,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,premises_below,unknown,,,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
d,65.0,76.0,end-terrace,flat,owner-occupied,99.0,4,3,1,3,4,4,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,pitched,external,rafters,,,1,1,1,double,old,double,full
d,65.0,81.0,semi-detached,house,owner-occupied,112.0,4,4,3,4,4,1,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,0,double,modern,double,full
d,61.0,75.0,mid-terrace,house,rented (private),79.0,4,3,3,1,4,4,5,no,no,3.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,80.0,80.0,detached,flat,rented (private),63.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,200.0,,1,1,1,double,old,double,full
d,64.0,86.0,semi-detached,house,owner-occupied,96.0,4,3,1,4,4,4,4,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,270.0,,1,1,1,double,unknown,double,full
c,79.0,79.0,mid-terrace,flat,rented (private),47.0,4,4,4,0,4,4,5,no,no,3.4,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,73.0,87.0,mid-terrace,house,rented (private),81.0,4,4,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,72.0,86.0,mid-terrace,house,rented (social),78.0,3,3,4,3,4,4,5,no,no,4.0,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,insulated,,,1,1,1,double,unknown,double,full
c,70.0,90.0,mid-terrace,house,owner-occupied,74.0,4,3,1,5,4,4,4,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
e,45.0,84.0,semi-detached,house,owner-occupied,298.0,3,3,1,4,3,4,5,no,no,3.4,1890,134,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
g,8.0,86.0,semi-detached,house,owner-occupied,86.0,1,2,2,3,1,2,5,no,no,2.6,1940,84,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,suspended,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,none,,pitched,external,loft,75.0,,0,1,0,double,modern,double,partial
c,76.0,87.0,detached,house,owner-occupied,100.0,4,4,4,4,4,4,5,no,no,4.2,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,270.0,,1,1,1,double,modern,double,full
c,75.0,86.0,mid-terrace,house,rented (social),88.0,4,3,3,4,4,4,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
e,49.0,78.0,mid-terrace,house,owner-occupied,84.0,4,3,1,1,4,3,5,no,no,2.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,0,double,unknown,double,full
c,71.0,86.0,semi-detached,house,rented (social),80.0,4,3,3,4,4,4,4,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,270.0,,1,1,1,double,unknown,double,full
d,66.0,86.0,mid-terrace,house,rented (private),88.0,4,2,1,3,4,2,5,no,no,3.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,75.0,,0,1,0,double,old,double,mostly
e,49.0,86.0,end-terrace,house,owner-occupied,67.0,2,3,3,2,4,4,5,no,no,3.6,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,1,0,0,boiler,unknown,cavity,partial,,pitched,external,limited,,,1,1,1,double,old,double,full
e,44.0,83.0,detached,house,owner-occupied,90.0,2,1,3,3,4,1,2,no,no,2.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,0,unknown,unknown,single,unknown
d,65.0,78.0,detached,house,owner-occupied,134.0,3,4,3,4,4,4,5,no,no,4.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
b,85.0,86.0,semi-detached,house,unknown,119.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.19,,0,0,0,boiler,unknown,unknown,unknown,0.27,unknown,external,unknown,,0.1,1,1,1,unknown,unknown,high_performance,unknown
c,69.0,74.0,semi-detached,flat,rented (social),42.0,4,3,2,0,4,4,5,no,no,3.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
c,72.0,91.0,semi-detached,bungalow,owner-occupied,44.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,71.0,86.0,semi-detached,house,owner-occupied,70.0,4,3,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
c,75.0,81.0,enclosed mid-terrace,flat,rented (private),62.0,4,1,1,0,4,4,5,no,no,2.8,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,unknown,unknown,single,unknown
e,42.0,73.0,detached,bungalow,owner-occupied,113.0,3,4,1,1,4,3,5,no,no,2.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,0,double,modern,double,full
d,57.0,85.0,end-terrace,house,owner-occupied,78.0,4,3,1,3,4,4,5,no,no,3.4,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,66.0,75.0,end-terrace,flat,owner-occupied,59.0,2,3,2,0,3,3,5,no,no,2.6,1940,84,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,solid,none,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,unknown,double,full
d,66.0,80.0,end-terrace,house,owner-occupied,71.0,4,3,1,5,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,system_built,none,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
c,69.0,81.0,detached,bungalow,owner-occupied,186.0,4,4,3,4,4,4,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
d,63.0,71.0,detached,bungalow,owner-occupied,159.0,4,4,3,1,4,4,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,none,,,1,1,1,double,modern,double,full
c,71.0,95.0,semi-detached,bungalow,rented (social),39.0,4,3,3,5,4,3,4,no,no,3.8,1940,84,electricity,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,0,1,double,unknown,double,full
d,67.0,86.0,semi-detached,house,rented (private),74.0,4,3,2,3,4,4,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,61.0,83.0,semi-detached,house,owner-occupied,193.0,4,3,1,3,4,3,5,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,mostly
c,69.0,85.0,mid-terrace,house,rented (social),89.0,4,3,3,2,4,4,5,no,no,3.6,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,limited,,,1,1,1,unknown,unknown,double,full
e,49.0,67.0,end-terrace,bungalow,owner-occupied,73.0,2,3,4,4,2,4,4,no,no,3.6,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
d,68.0,79.0,detached,house,owner-occupied,110.0,4,4,3,3,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
d,68.0,84.0,detached,house,owner-occupied,81.0,4,4,4,4,4,3,4,no,no,3.8,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,0,double,modern,double,full
d,62.0,82.0,semi-detached,house,owner-occupied,127.0,4,4,2,1,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,rafters,,,1,1,1,double,modern,double,full
d,68.0,82.0,detached,house,owner-occupied,93.0,4,3,4,4,4,3,4,no,no,3.8,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,270.0,,1,1,0,double,unknown,double,full
c,69.0,69.0,detached,flat,rented (social),60.0,3,3,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
c,71.0,85.0,semi-detached,house,owner-occupied,103.0,4,4,3,4,4,4,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,69.0,81.0,end-terrace,house,owner-occupied,135.0,4,3,2,3,4,4,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,68.0,82.0,end-terrace,flat,rented (private),55.0,1,4,4,0,1,4,5,no,no,2.8,2009,15,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,insulated,,2.0,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,0,double,modern,double,full
d,65.0,86.0,mid-terrace,house,rented (private),85.0,4,3,3,4,4,3,4,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,0,double,old,double,full
d,56.0,86.0,mid-terrace,house,owner-occupied,76.0,2,3,4,3,4,1,5,no,no,3.4,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,75.0,,1,1,0,double,unknown,double,full
d,67.0,83.0,semi-detached,house,rented (social),72.0,4,4,3,4,4,4,3,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
d,61.0,81.0,semi-detached,house,owner-occupied,103.0,4,4,1,1,4,4,5,no,no,3.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,modern,double,full
c,69.0,84.0,mid-terrace,house,rented (private),98.0,4,3,1,4,4,3,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,0,1,double,old,double,full
c,73.0,88.0,mid-terrace,house,rented (social),72.0,4,4,4,3,4,4,5,no,no,4.0,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,71.0,86.0,mid-terrace,house,rented (private),75.0,4,4,2,5,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,350.0,,1,1,1,double,modern,double,full
d,57.0,76.0,end-terrace,flat,owner-occupied,39.0,2,4,4,0,1,4,5,no,no,2.8,1993,31,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,0,double,modern,double,full
b,83.0,83.0,mid-terrace,flat,owner-occupied,70.0,4,4,5,0,4,4,5,no,no,3.6,2018,6,gas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,community,community,system_built,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
c,71.0,77.0,end-terrace,flat,rented (private),28.0,4,3,1,0,4,4,5,no,no,2.8,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
c,69.0,88.0,mid-terrace,bungalow,owner-occupied,47.0,4,3,4,4,4,3,5,no,no,4.0,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,200.0,,0,0,1,double,unknown,double,full
c,70.0,73.0,detached,flat,rented (social),36.0,4,4,3,0,4,4,5,no,no,3.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
d,63.0,80.0,detached,house,owner-occupied,134.0,4,3,2,3,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
e,48.0,77.0,detached,house,owner-occupied,97.0,4,3,2,3,4,4,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,rafters,,,1,1,1,double,old,double,full
c,69.0,88.0,mid-terrace,house,owner-occupied,68.0,4,4,1,4,4,3,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,0,double,modern,double,full
e,45.0,69.0,semi-detached,flat,rented (private),53.0,1,4,2,4,4,4,5,no,no,3.8,1940,84,gas,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,unknown,premises_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,none,,pitched,external,loft,270.0,,0,1,0,double,modern,double,full
c,75.0,75.0,semi-detached,flat,rented (social),49.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
e,50.0,79.0,mid-terrace,house,owner-occupied,79.0,4,3,1,1,4,3,5,no,no,2.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,0,double,unknown,double,full
c,78.0,86.0,detached,house,owner-occupied,160.0,4,3,4,4,4,4,5,no,no,4.2,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
c,75.0,84.0,semi-detached,house,owner-occupied,125.0,4,3,4,4,4,5,5,no,no,4.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,external,,pitched,external,rafters,,,1,1,1,double,unknown,double,full
c,79.0,79.0,mid-terrace,flat,rented (private),40.0,4,3,4,4,4,1,5,no,no,3.6,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,flat,external,insulated,,,1,1,0,double,unknown,double,full
c,73.0,88.0,semi-detached,house,owner-occupied,75.0,4,3,4,3,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
c,74.0,90.0,detached,house,owner-occupied,230.0,3,4,4,4,3,5,5,no,no,4.2,2009,15,oil,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
c,69.0,86.0,detached,bungalow,owner-occupied,61.0,4,4,3,5,4,3,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,0,double,modern,double,full
c,78.0,85.0,detached,house,rented (private),156.0,4,4,5,4,4,4,5,no,no,4.4,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
c,72.0,85.0,end-terrace,house,rented (social),85.0,4,3,3,5,4,4,5,no,no,4.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,1,double,old,double,full
c,72.0,83.0,end-terrace,house,rented (private),154.0,4,4,3,4,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,roof_room,external,insulated,,,1,1,1,double,modern,double,full
c,77.0,80.0,semi-detached,flat,rented (private),53.0,3,3,4,0,3,2,3,no,no,2.4,1999,25,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,old,double,full
c,69.0,81.0,semi-detached,house,owner-occupied,107.0,4,4,3,2,4,4,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,rafters,,,1,1,1,double,modern,double,full
e,43.0,79.0,semi-detached,flat,rented (private),71.0,1,3,2,0,1,4,5,no,no,2.4,1971,53,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,1,0,double,unknown,double,full
f,34.0,86.0,end-terrace,house,owner-occupied,70.0,1,2,1,2,3,2,5,no,no,2.6,1915,109,gas,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,suspended,ground,none,,0.0,0,0,0,electric_immersion,electricity,solid,none,,pitched,external,loft,50.0,,0,1,0,double,unknown,double,some
c,70.0,78.0,semi-detached,flat,owner-occupied,50.0,4,2,3,4,4,3,4,no,no,3.6,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,150.0,,1,1,0,double,modern,double,partial
e,47.0,80.0,detached,house,owner-occupied,183.0,4,1,1,4,4,3,5,no,no,3.4,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,loft,200.0,,1,0,1,double,unknown,double,some
e,49.0,87.0,semi-detached,bungalow,owner-occupied,72.0,2,3,1,5,4,3,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,1,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,0,double,unknown,double,partial
d,60.0,85.0,semi-detached,house,owner-occupied,73.0,4,3,2,4,4,3,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,200.0,,0,0,1,double,unknown,double,full
e,53.0,78.0,end-terrace,flat,unknown,80.0,4,1,1,1,4,3,5,no,no,2.8,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,flat,external,none,,,1,0,1,double,unknown,double,some
d,59.0,78.0,semi-detached,house,owner-occupied,101.0,4,3,1,1,4,4,5,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,79.0,79.0,enclosed mid-terrace,flat,owner-occupied,41.0,4,3,4,0,4,4,5,no,no,3.4,2004,20,gas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,unknown,dwelling_below,unknown,,,1,0,0,community,community,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,old,double,full
