cur_rate,cur_ee,per_ee,b_type,p_type,tenure,area,water_ee,wind_ee,wall_ee,roof_ee,heat_ee,con_ee,light_ee,pv,sol_wat,quality_index,build_year,building_age,fuel_group,is_community_heating,has_boiler,has_air_hp,has_ground_hp,has_micro_chp,has_community,has_storage_heaters,has_room_heaters,has_electric_underfloor,has_electric_ceiling,has_radiators,has_underfloor,has_warm_air,uses_gas,uses_oil,uses_electricity,uses_biomass,uses_coal,floor_type,floor_boundary,floor_insulation,floor_u_value,floor_ins_num,dhw_no_cylinder_stat,dhw_has_solar,dhw_has_waste_heat,dhw_system,dhw_energy,wall_type,wall_insulation,wall_u_value,roof_type,roof_boundary,roof_insulation_type,roof_insulation_mm,roof_u_value,has_time_control,has_temp_control,has_room_control,glazing_type,glazing_quality,glazing_level,glazing_coverage
d,64.0,78.0,mid-terrace,flat,rented (private),41.0,2,4,4,0,1,4,5,no,no,2.8,1986,38,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,stone,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,0,1,0,double,modern,double,full
e,52.0,85.0,end-terrace,house,rented (social),67.0,2,3,4,4,1,4,4,no,no,3.4,1986,38,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,suspended,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,0,double,unknown,double,full
c,71.0,88.0,end-terrace,house,owner-occupied,55.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
d,57.0,85.0,mid-terrace,house,owner-occupied,83.0,2,3,2,3,4,3,5,no,no,3.4,1971,53,gas,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,full
d,65.0,83.0,semi-detached,house,owner-occupied,119.0,4,4,5,4,4,4,5,no,no,4.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
c,72.0,80.0,end-terrace,flat,rented (private),50.0,4,2,1,0,4,2,5,no,no,2.4,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,0,1,0,double,unknown,double,partial
c,74.0,87.0,mid-terrace,house,rented (private),105.0,4,4,4,4,4,4,3,no,no,3.8,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,71.0,87.0,mid-terrace,house,owner-occupied,57.0,4,3,4,4,4,3,5,no,no,4.0,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,roof_room,external,insulated,,,1,1,0,double,unknown,double,full
c,71.0,88.0,semi-detached,bungalow,rented (social),63.0,4,4,3,5,4,4,5,no,no,4.2,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,350.0,,1,1,1,double,modern,double,full
g,17.0,46.0,detached,house,owner-occupied,234.0,3,3,1,4,1,4,5,no,no,3.0,1890,134,biomass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,solid,ground,none,,0.0,0,0,0,boiler,gas,solid,none,,pitched,external,loft,150.0,,0,1,1,double,unknown,double,mostly
b,81.0,85.0,mid-terrace,flat,rented (private),69.0,2,4,4,0,1,4,4,no,no,2.6,2009,15,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,system_built,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,0,double,modern,double,full
c,72.0,89.0,mid-terrace,bungalow,rented (social),49.0,4,3,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
d,61.0,67.0,end-terrace,flat,rented (private),55.0,1,4,3,0,3,2,5,no,no,2.6,1971,53,electricity,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,0,1,0,double,modern,double,full
c,75.0,90.0,semi-detached,bungalow,rented (private),54.0,4,4,4,4,4,4,5,no,no,4.2,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,270.0,,1,1,1,double,modern,double,full
c,69.0,81.0,semi-detached,house,owner-occupied,136.0,4,3,2,4,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,insulated,,,1,1,1,double,modern,double,mostly
d,64.0,83.0,end-terrace,house,owner-occupied,111.0,4,3,2,5,4,3,4,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,300.0,,1,1,0,double,unknown,double,full
c,77.0,77.0,mid-terrace,maisonette,rented (private),83.0,4,3,4,3,4,3,5,no,no,3.8,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,0,double,unknown,double,full
c,70.0,85.0,semi-detached,house,owner-occupied,102.0,4,3,2,4,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
d,59.0,72.0,detached,house,owner-occupied,130.0,4,4,3,1,4,4,5,no,no,3.4,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,limited,,,1,1,1,double,modern,double,full
c,75.0,76.0,detached,house,owner-occupied,170.0,2,4,5,4,2,5,5,no,no,4.2,2018,6,electricity,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
d,59.0,80.0,mid-terrace,house,owner-occupied,86.0,4,3,2,4,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,74.0,79.0,semi-detached,flat,rented (private),63.0,4,3,2,0,4,4,5,no,no,3.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,old,double,mostly
c,70.0,86.0,mid-terrace,house,owner-occupied,77.0,4,3,2,4,4,4,5,no,no,3.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
d,65.0,85.0,end-terrace,house,owner-occupied,98.0,3,4,3,3,4,3,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,0,1,double,modern,double,full
d,59.0,79.0,detached,house,owner-occupied,105.0,4,3,2,4,4,3,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,270.0,,1,1,0,double,unknown,double,full
c,69.0,86.0,semi-detached,house,owner-occupied,87.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
c,69.0,83.0,semi-detached,house,owner-occupied,66.0,4,4,3,4,4,4,4,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,72.0,86.0,mid-terrace,house,owner-occupied,83.0,4,4,4,5,4,4,5,no,no,4.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,external,,pitched,external,loft,400.0,,1,1,1,double,modern,double,full
b,84.0,84.0,end-terrace,house,rented (private),149.0,5,4,5,4,4,4,5,no,yes,4.4,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,1,0,boiler,unknown,cavity,insulated_as_built,,flat,external,insulated,,,1,1,1,triple,unknown,triple,full
d,58.0,82.0,detached,house,owner-occupied,67.0,4,3,2,4,4,4,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
e,42.0,73.0,detached,house,owner-occupied,172.0,3,4,2,3,3,4,5,no,no,3.4,1915,109,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,72.0,75.0,semi-detached,flat,rented (social),46.0,4,4,3,0,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
d,64.0,119.0,detached,bungalow,owner-occupied,41.0,1,4,4,4,2,3,5,no,no,3.6,2009,15,electricity,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,suspended,ground,insulated,,2.0,0,0,0,gas_instant,gas,timber_frame,insulated_as_built,,pitched,external,insulated,,,1,1,0,double,modern,double,full
a,92.0,92.0,semi-detached,house,unknown,68.0,5,4,5,5,5,5,4,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.16,,0,0,0,boiler,unknown,unknown,unknown,0.18,unknown,external,unknown,,0.09,1,1,1,unknown,unknown,high_performance,unknown
g,9.0,81.0,mid-terrace,house,owner-occupied,74.0,1,3,1,1,1,2,2,no,no,1.4,1915,109,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,solid,none,,pitched,external,none,,,0,1,0,double,unknown,double,full
c,79.0,82.0,mid-terrace,flat,rented (social),45.0,3,3,3,0,3,2,5,no,no,2.6,1979,45,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,partial,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,old,double,full
d,67.0,86.0,semi-detached,bungalow,owner-occupied,70.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,old,double,full
b,82.0,83.0,mid-terrace,flat,owner-occupied,76.0,4,4,4,0,4,3,5,no,no,3.2,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
d,66.0,77.0,detached,house,owner-occupied,161.0,4,4,3,4,4,4,4,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
e,44.0,81.0,semi-detached,house,owner-occupied,91.0,2,3,2,3,4,3,2,no,no,2.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,1,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,full
c,70.0,83.0,mid-terrace,house,rented (social),121.0,4,3,4,4,4,4,5,no,no,4.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,external,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
c,72.0,86.0,end-terrace,house,owner-occupied,87.0,4,3,3,5,4,4,5,no,no,4.2,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,1,double,old,double,full
b,85.0,95.0,semi-detached,house,unknown,106.0,4,5,5,4,4,5,5,no,unknown,4.6,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.15,,0,0,0,boiler,unknown,unknown,unknown,0.26,unknown,external,unknown,,0.18,1,1,1,unknown,unknown,high_performance,unknown
c,71.0,84.0,detached,house,owner-occupied,111.0,4,4,4,4,4,4,3,no,no,3.8,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
d,67.0,84.0,mid-terrace,house,rented (private),73.0,4,3,2,3,4,3,5,no,no,3.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,full
d,65.0,88.0,semi-detached,house,owner-occupied,79.0,4,3,1,4,4,4,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,250.0,,1,1,1,double,old,double,full
d,62.0,85.0,mid-terrace,house,rented (private),86.0,4,3,2,1,4,4,5,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unheated_space,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
d,60.0,69.0,detached,house,owner-occupied,139.0,4,4,3,3,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,74.0,89.0,mid-terrace,house,rented (social),57.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
c,72.0,86.0,semi-detached,house,rented (private),71.0,4,3,3,4,4,4,5,no,no,4.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,unknown,double,full
d,67.0,77.0,end-terrace,flat,owner-occupied,46.0,2,3,4,5,1,4,5,no,no,3.8,1993,31,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,pitched,external,loft,300.0,,1,1,0,double,unknown,double,full
b,81.0,81.0,end-terrace,maisonette,rented (private),113.0,4,4,4,3,4,3,5,no,no,3.8,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,insulated_as_built,,flat,external,insulated,,,1,1,0,double,modern,double,full
c,71.0,78.0,mid-terrace,flat,rented (social),56.0,4,4,2,0,4,4,1,no,no,2.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,76.0,78.0,end-terrace,flat,rented (private),41.0,2,4,4,0,2,3,5,no,no,2.8,2004,20,electricity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,system_built,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
d,60.0,84.0,detached,house,owner-occupied,95.0,4,3,2,3,4,4,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,75.0,,1,1,1,double,unknown,double,full
d,68.0,89.0,semi-detached,bungalow,owner-occupied,49.0,4,4,4,3,4,4,4,no,no,3.8,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,75.0,,1,1,1,double,modern,double,full
c,73.0,78.0,mid-terrace,flat,rented (private),84.0,4,1,4,0,4,4,5,no,no,3.4,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,unknown,unknown,single,unknown
d,64.0,76.0,mid-terrace,flat,rented (private),63.0,4,3,1,3,4,4,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
c,70.0,71.0,mid-terrace,flat,owner-occupied,76.0,4,3,3,4,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,old,double,full
c,73.0,83.0,end-terrace,house,owner-occupied,125.0,4,3,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
c,69.0,78.0,semi-detached,house,owner-occupied,151.0,4,3,3,1,4,4,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,74.0,76.0,end-terrace,maisonette,rented (social),75.0,4,3,3,4,4,4,4,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,old,double,full
c,80.0,80.0,semi-detached,flat,unknown,32.0,5,4,5,0,5,5,5,no,unknown,4.0,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.15,,0,0,0,boiler,unknown,unknown,unknown,0.25,dwelling_above,premises_above,unknown,,,1,1,1,unknown,unknown,high_performance,unknown
d,67.0,87.0,semi-detached,bungalow,rented (social),42.0,4,4,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
d,57.0,81.0,semi-detached,house,owner-occupied,126.0,4,4,3,3,4,4,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
d,66.0,76.0,enclosed end-terrace,flat,rented (social),52.0,4,4,2,0,4,4,5,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,72.0,80.0,semi-detached,house,owner-occupied,157.0,4,4,3,4,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
d,66.0,87.0,mid-terrace,house,owner-occupied,72.0,4,3,2,1,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
d,66.0,82.0,semi-detached,house,rented (private),82.0,4,3,3,3,4,4,4,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
e,46.0,86.0,mid-terrace,bungalow,owner-occupied,68.0,1,3,4,4,1,4,5,no,no,3.6,1986,38,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,filled_cavity,,pitched,external,loft,200.0,,0,1,0,unknown,unknown,double,full
e,42.0,79.0,mid-terrace,house,owner-occupied,93.0,3,4,3,3,3,3,4,no,no,3.2,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,0,double,modern,double,mostly
e,48.0,80.0,semi-detached,house,owner-occupied,134.0,4,2,1,3,4,3,4,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,0,secondary,unknown,secondary,partial
c,71.0,80.0,detached,bungalow,owner-occupied,188.0,4,3,3,4,4,4,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
d,63.0,77.0,detached,bungalow,owner-occupied,105.0,4,4,4,4,4,2,5,no,no,3.8,1999,25,gas,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,0,1,0,double,modern,double,full
c,76.0,79.0,detached,house,owner-occupied,409.0,4,4,5,5,4,5,5,no,no,4.8,1915,109,electricity,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,solid,external,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
c,71.0,75.0,mid-terrace,flat,rented (private),69.0,4,3,2,0,4,3,5,no,no,2.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,0,double,unknown,double,full
d,61.0,82.0,semi-detached,house,owner-occupied,243.0,3,3,2,4,4,4,2,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,1,0,0,boiler,unknown,solid,none,,pitched,external,loft,250.0,,1,1,1,double,old,double,full
d,56.0,81.0,end-terrace,house,owner-occupied,95.0,4,3,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,250.0,,1,1,1,double,old,double,full
d,66.0,87.0,end-terrace,house,rented (private),113.0,4,3,1,3,4,4,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,75.0,,1,1,1,double,unknown,double,full
c,80.0,90.0,mid-terrace,house,owner-occupied,110.0,4,4,5,5,4,4,5,no,no,4.6,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
c,71.0,74.0,detached,flat,rented (social),53.0,4,3,4,0,4,4,5,no,no,3.4,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
c,73.0,91.0,mid-terrace,house,rented (private),75.0,4,4,1,4,4,4,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
